date;amount;cumulative
2021-03-11;0,0;-1,8099999999682268
2021-03-12;587,08;585,2700000000318
2021-03-13;0,0;585,2700000000318
2021-03-14;0,0;585,2700000000318
2021-03-15;180,51;765,7800000000318
2021-03-16;0,0;765,7800000000318
2021-03-17;0,0;765,7800000000318
2021-03-18;0,0;765,7800000000318
2021-03-19;0,0;765,7800000000318
2021-03-20;0,0;765,7800000000318
2021-03-21;0,0;765,7800000000318
2021-03-22;0,0;765,7800000000318
2021-03-23;0,0;765,7800000000318
2021-03-24;104,37;870,1500000000318
2021-03-25;0,0;870,1500000000318
2021-03-26;311,86;1182,0100000000318
2021-03-27;0,0;1182,0100000000318
2021-03-28;109,36;1291,3700000000317
2021-03-29;0,0;1291,3700000000317
2021-03-30;0,0;1291,3700000000317
2021-03-31;0,0;1291,3700000000317
2021-04-01;-2000,0;-708,6299999999683
2021-04-02;0,0;-708,6299999999683
2021-04-03;213,88;-494,7499999999683
2021-04-04;0,0;-494,7499999999683
2021-04-05;0,0;-494,7499999999683
2021-04-06;0,0;-494,7499999999683
2021-04-07;0,0;-494,7499999999683
2021-04-08;0,0;-494,7499999999683
2021-04-09;0,0;-494,7499999999683
2021-04-10;0,0;-494,7499999999683
2021-04-11;0,0;-494,7499999999683
2021-04-12;587,08;92,33000000003176
2021-04-13;0,0;92,33000000003176
2021-04-14;0,0;92,33000000003176
2021-04-15;180,51;272,84000000003175
2021-04-16;0,0;272,84000000003175
2021-04-17;0,0;272,84000000003175
2021-04-18;0,0;272,84000000003175
2021-04-19;0,0;272,84000000003175
2021-04-20;0,0;272,84000000003175
2021-04-21;0,0;272,84000000003175
2021-04-22;0,0;272,84000000003175
2021-04-23;0,0;272,84000000003175
2021-04-24;102,16;375,0000000000317
2021-04-25;0,0;375,0000000000317
2021-04-26;311,86;686,8600000000317
2021-04-27;0,0;686,8600000000317
2021-04-28;109,36;796,2200000000317
2021-04-29;0,0;796,2200000000317
2021-04-30;109,49;905,7100000000318
2021-05-01;0,0;905,7100000000318
2021-05-02;0,0;905,7100000000318
2021-05-03;213,88;1119,5900000000318
2021-05-04;0,0;1119,5900000000318
2021-05-05;0,0;1119,5900000000318
2021-05-06;0,0;1119,5900000000318
2021-05-07;0,0;1119,5900000000318
2021-05-08;0,0;1119,5900000000318
2021-05-09;0,0;1119,5900000000318
2021-05-10;0,0;1119,5900000000318
2021-05-11;0,0;1119,5900000000318
2021-05-12;587,08;1706,670000000032
2021-05-13;0,0;1706,670000000032
2021-05-14;0,0;1706,670000000032
2021-05-15;180,51;1887,180000000032
2021-05-16;0,0;1887,180000000032
2021-05-17;0,0;1887,180000000032
2021-05-18;0,0;1887,180000000032
2021-05-19;0,0;1887,180000000032
2021-05-20;0,0;1887,180000000032
2021-05-21;0,0;1887,180000000032
2021-05-22;0,0;1887,180000000032
2021-05-23;0,0;1887,180000000032
2021-05-24;100,05;1987,2300000000319
2021-05-25;0,0;1987,2300000000319
2021-05-26;103,48;2090,710000000032
2021-05-27;0,0;2090,710000000032
2021-05-28;109,36;2200,070000000032
2021-05-29;0,0;2200,070000000032
2021-05-30;109,49;2309,560000000032
2021-05-31;0,0;2309,560000000032
2021-06-01;0,0;2309,560000000032
2021-06-02;0,0;2309,560000000032
2021-06-03;0,0;2309,560000000032
2021-06-04;0,0;2309,560000000032
2021-06-05;0,0;2309,560000000032
2021-06-06;0,0;2309,560000000032
2021-06-07;0,0;2309,560000000032
2021-06-08;0,0;2309,560000000032
2021-06-09;0,0;2309,560000000032
2021-06-10;0,0;2309,560000000032
2021-06-11;0,0;2309,560000000032
2021-06-12;587,08;2896,6400000000317
2021-06-13;0,0;2896,6400000000317
2021-06-14;0,0;2896,6400000000317
2021-06-15;180,51;3077,1500000000315
2021-06-16;0,0;3077,1500000000315
2021-06-17;0,0;3077,1500000000315
2021-06-18;0,0;3077,1500000000315
2021-06-19;0,0;3077,1500000000315
2021-06-20;0,0;3077,1500000000315
2021-06-21;0,0;3077,1500000000315
2021-06-22;0,0;3077,1500000000315
2021-06-23;0,0;3077,1500000000315
2021-06-24;97,93;3175,0800000000313
2021-06-25;0,0;3175,0800000000313
2021-06-26;103,48;3278,5600000000313
2021-06-27;0,0;3278,5600000000313
2021-06-28;0,0;3278,5600000000313
2021-06-29;0,0;3278,5600000000313
2021-06-30;109,49;3388,050000000031
2021-07-01;0,0;3388,050000000031
2021-07-02;0,0;3388,050000000031
2021-07-03;0,0;3388,050000000031
2021-07-04;0,0;3388,050000000031
2021-07-05;0,0;3388,050000000031
2021-07-06;0,0;3388,050000000031
2021-07-07;0,0;3388,050000000031
2021-07-08;0,0;3388,050000000031
2021-07-09;0,0;3388,050000000031
2021-07-10;0,0;3388,050000000031
2021-07-11;0,0;3388,050000000031
2021-07-12;0,0;3388,050000000031
2021-07-13;0,0;3388,050000000031
2021-07-14;0,0;3388,050000000031
2021-07-15;180,51;3568,5600000000313
2021-07-16;0,0;3568,5600000000313
2021-07-17;0,0;3568,5600000000313
2021-07-18;0,0;3568,5600000000313
2021-07-19;0,0;3568,5600000000313
2021-07-20;0,0;3568,5600000000313
2021-07-21;0,0;3568,5600000000313
2021-07-22;0,0;3568,5600000000313
2021-07-23;0,0;3568,5600000000313
2021-07-24;95,91;3664,470000000031
2021-07-25;0,0;3664,470000000031
2021-07-26;0,0;3664,470000000031
2021-07-27;0,0;3664,470000000031
2021-07-28;0,0;3664,470000000031
2021-07-29;0,0;3664,470000000031
2021-07-30;109,49;3773,960000000031
2021-07-31;0,0;3773,960000000031
2021-08-01;0,0;3773,960000000031
2021-08-02;0,0;3773,960000000031
2021-08-03;0,0;3773,960000000031
2021-08-04;0,0;3773,960000000031
2021-08-05;0,0;3773,960000000031
2021-08-06;0,0;3773,960000000031
2021-08-07;0,0;3773,960000000031
2021-08-08;0,0;3773,960000000031
2021-08-09;0,0;3773,960000000031
2021-08-10;0,0;3773,960000000031
2021-08-11;0,0;3773,960000000031
2021-08-12;0,0;3773,960000000031
2021-08-13;0,0;3773,960000000031
2021-08-14;0,0;3773,960000000031
2021-08-15;180,51;3954,470000000031
2021-08-16;0,0;3954,470000000031
2021-08-17;0,0;3954,470000000031
2021-08-18;0,0;3954,470000000031
2021-08-19;0,0;3954,470000000031
2021-08-20;0,0;3954,470000000031
2021-08-21;0,0;3954,470000000031
2021-08-22;0,0;3954,470000000031
2021-08-23;0,0;3954,470000000031
2021-08-24;93,88;4048,3500000000313
2021-08-25;0,0;4048,3500000000313
2021-08-26;0,0;4048,3500000000313
2021-08-27;0,0;4048,3500000000313
2021-08-28;0,0;4048,3500000000313
2021-08-29;0,0;4048,3500000000313
2021-08-30;109,49;4157,840000000031
2021-08-31;0,0;4157,840000000031
2021-09-01;-2000,0;2157,840000000031
2021-09-02;0,0;2157,840000000031
2021-09-03;0,0;2157,840000000031
2021-09-04;0,0;2157,840000000031
2021-09-05;0,0;2157,840000000031
2021-09-06;0,0;2157,840000000031
2021-09-07;0,0;2157,840000000031
2021-09-08;0,0;2157,840000000031
2021-09-09;0,0;2157,840000000031
2021-09-10;0,0;2157,840000000031
2021-09-11;0,0;2157,840000000031
2021-09-12;0,0;2157,840000000031
2021-09-13;0,0;2157,840000000031
2021-09-14;0,0;2157,840000000031
2021-09-15;180,51;2338,3500000000313
2021-09-16;0,0;2338,3500000000313
2021-09-17;0,0;2338,3500000000313
2021-09-18;0,0;2338,3500000000313
2021-09-19;0,0;2338,3500000000313
2021-09-20;0,0;2338,3500000000313
2021-09-21;0,0;2338,3500000000313
2021-09-22;0,0;2338,3500000000313
2021-09-23;0,0;2338,3500000000313
2021-09-24;91,88;2430,2300000000314
2021-09-25;132,26;2562,4900000000316
2021-09-26;0,0;2562,4900000000316
2021-09-27;0,0;2562,4900000000316
2021-09-28;0,0;2562,4900000000316
2021-09-29;0,0;2562,4900000000316
2021-09-30;109,49;2671,9800000000314
2021-10-01;-2000,0;671,9800000000314
2021-10-02;0,0;671,9800000000314
2021-10-03;103,24;775,2200000000314
2021-10-04;0,0;775,2200000000314
2021-10-05;0,0;775,2200000000314
2021-10-06;0,0;775,2200000000314
2021-10-07;0,0;775,2200000000314
2021-10-08;0,0;775,2200000000314
2021-10-09;0,0;775,2200000000314
2021-10-10;0,0;775,2200000000314
2021-10-11;0,0;775,2200000000314
2021-10-12;0,0;775,2200000000314
2021-10-13;0,0;775,2200000000314
2021-10-14;0,0;775,2200000000314
2021-10-15;180,51;955,7300000000314
2021-10-16;0,0;955,7300000000314
2021-10-17;0,0;955,7300000000314
2021-10-18;0,0;955,7300000000314
2021-10-19;0,0;955,7300000000314
2021-10-20;0,0;955,7300000000314
2021-10-21;0,0;955,7300000000314
2021-10-22;0,0;955,7300000000314
2021-10-23;0,0;955,7300000000314
2021-10-24;89,99;1045,7200000000314
2021-10-25;0,0;1045,7200000000314
2021-10-26;0,0;1045,7200000000314
2021-10-27;132,4;1178,1200000000315
2021-10-28;0,0;1178,1200000000315
2021-10-29;0,0;1178,1200000000315
2021-10-30;109,49;1287,6100000000315
2021-10-31;0,0;1287,6100000000315
2021-11-01;0,0;1287,6100000000315
2021-11-02;0,0;1287,6100000000315
2021-11-03;103,24;1390,8500000000315
2021-11-04;99,26;1490,1100000000315
2021-11-05;0,0;1490,1100000000315
2021-11-06;0,0;1490,1100000000315
2021-11-07;0,0;1490,1100000000315
2021-11-08;0,0;1490,1100000000315
2021-11-09;0,0;1490,1100000000315
2021-11-10;0,0;1490,1100000000315
2021-11-11;0,0;1490,1100000000315
2021-11-12;0,0;1490,1100000000315
2021-11-13;0,0;1490,1100000000315
2021-11-14;0,0;1490,1100000000315
2021-11-15;180,51;1670,6200000000315
2021-11-16;0,0;1670,6200000000315
2021-11-17;0,0;1670,6200000000315
2021-11-18;0,0;1670,6200000000315
2021-11-19;0,0;1670,6200000000315
2021-11-20;0,0;1670,6200000000315
2021-11-21;0,0;1670,6200000000315
2021-11-22;0,0;1670,6200000000315
2021-11-23;0,0;1670,6200000000315
2021-11-24;88,08;1758,7000000000314
2021-11-25;0,0;1758,7000000000314
2021-11-26;0,0;1758,7000000000314
2021-11-27;132,56;1891,2600000000314
2021-11-28;0,0;1891,2600000000314
2021-11-29;0,0;1891,2600000000314
2021-11-30;109,49;2000,7500000000314
2021-12-01;0,0;2000,7500000000314
2021-12-02;0,0;2000,7500000000314
2021-12-03;103,24;2103,990000000031
2021-12-04;99,26;2203,2500000000314
2021-12-05;0,0;2203,2500000000314
2021-12-06;0,0;2203,2500000000314
2021-12-07;0,0;2203,2500000000314
2021-12-08;0,0;2203,2500000000314
2021-12-09;0,0;2203,2500000000314
2021-12-10;0,0;2203,2500000000314
2021-12-11;0,0;2203,2500000000314
2021-12-12;0,0;2203,2500000000314
2021-12-13;0,0;2203,2500000000314
2021-12-14;0,0;2203,2500000000314
2021-12-15;180,51;2383,760000000031
2021-12-16;0,0;2383,760000000031
2021-12-17;0,0;2383,760000000031
2021-12-18;0,0;2383,760000000031
2021-12-19;0,0;2383,760000000031
2021-12-20;0,0;2383,760000000031
2021-12-21;0,0;2383,760000000031
2021-12-22;0,0;2383,760000000031
2021-12-23;0,0;2383,760000000031
2021-12-24;86,27;2470,030000000031
2021-12-25;0,0;2470,030000000031
2021-12-26;0,0;2470,030000000031
2021-12-27;132,71;2602,740000000031
2021-12-28;0,0;2602,740000000031
2021-12-29;0,0;2602,740000000031
2021-12-30;109,49;2712,230000000031
2021-12-31;0,0;2712,230000000031
2022-01-01;0,0;2712,230000000031
2022-01-02;0,0;2712,230000000031
2022-01-03;103,24;2815,4700000000307
2022-01-04;99,26;2914,730000000031
2022-01-05;0,0;2914,730000000031
2022-01-06;0,0;2914,730000000031
2022-01-07;0,0;2914,730000000031
2022-01-08;0,0;2914,730000000031
2022-01-09;0,0;2914,730000000031
2022-01-10;0,0;2914,730000000031
2022-01-11;0,0;2914,730000000031
2022-01-12;0,0;2914,730000000031
2022-01-13;0,0;2914,730000000031
2022-01-14;0,0;2914,730000000031
2022-01-15;0,0;2914,730000000031
2022-01-16;0,0;2914,730000000031
2022-01-17;0,0;2914,730000000031
2022-01-18;0,0;2914,730000000031
2022-01-19;0,0;2914,730000000031
2022-01-20;0,0;2914,730000000031
2022-01-21;0,0;2914,730000000031
2022-01-22;0,0;2914,730000000031
2022-01-23;0,0;2914,730000000031
2022-01-24;0,0;2914,730000000031
2022-01-25;0,0;2914,730000000031
2022-01-26;0,0;2914,730000000031
2022-01-27;132,86;3047,590000000031
2022-01-28;0,0;3047,590000000031
2022-01-29;0,0;3047,590000000031
2022-01-30;109,49;3157,080000000031
2022-01-31;0,0;3157,080000000031
2022-02-01;0,0;3157,080000000031
2022-02-02;0,0;3157,080000000031
2022-02-03;103,24;3260,3200000000306
2022-02-04;99,26;3359,580000000031
2022-02-05;0,0;3359,580000000031
2022-02-06;0,0;3359,580000000031
2022-02-07;0,0;3359,580000000031
2022-02-08;0,0;3359,580000000031
2022-02-09;0,0;3359,580000000031
2022-02-10;0,0;3359,580000000031
2022-02-11;0,0;3359,580000000031
2022-02-12;0,0;3359,580000000031
2022-02-13;0,0;3359,580000000031
2022-02-14;0,0;3359,580000000031
2022-02-15;0,0;3359,580000000031
2022-02-16;0,0;3359,580000000031
2022-02-17;0,0;3359,580000000031
2022-02-18;0,0;3359,580000000031
2022-02-19;0,0;3359,580000000031
2022-02-20;0,0;3359,580000000031
2022-02-21;0,0;3359,580000000031
2022-02-22;0,0;3359,580000000031
2022-02-23;0,0;3359,580000000031
2022-02-24;0,0;3359,580000000031
2022-02-25;0,0;3359,580000000031
2022-02-26;0,0;3359,580000000031
2022-02-27;133,01;3492,590000000031
2022-02-28;0,0;3492,590000000031
2022-03-01;0,0;3492,590000000031
2022-03-02;109,49;3602,080000000031
2022-03-03;103,24;3705,3200000000306
2022-03-04;99,26;3804,580000000031
2022-03-05;0,0;3804,580000000031
2022-03-06;0,0;3804,580000000031
2022-03-07;0,0;3804,580000000031
2022-03-08;0,0;3804,580000000031
2022-03-09;0,0;3804,580000000031
2022-03-10;0,0;3804,580000000031
2022-03-11;0,0;3804,580000000031
2022-03-12;0,0;3804,580000000031
2022-03-13;0,0;3804,580000000031
2022-03-14;0,0;3804,580000000031
2022-03-15;0,0;3804,580000000031
2022-03-16;0,0;3804,580000000031
2022-03-17;0,0;3804,580000000031
2022-03-18;0,0;3804,580000000031
2022-03-19;0,0;3804,580000000031
2022-03-20;0,0;3804,580000000031
2022-03-21;0,0;3804,580000000031
2022-03-22;0,0;3804,580000000031
2022-03-23;0,0;3804,580000000031
2022-03-24;0,0;3804,580000000031
2022-03-25;0,0;3804,580000000031
2022-03-26;0,0;3804,580000000031
2022-03-27;133,14;3937,7200000000307
2022-03-28;0,0;3937,7200000000307
2022-03-29;0,0;3937,7200000000307
2022-03-30;0,0;3937,7200000000307
2022-03-31;0,0;3937,7200000000307
2022-04-01;0,0;3937,7200000000307
2022-04-02;109,49;4047,2100000000305
2022-04-03;103,24;4150,450000000031
2022-04-04;99,26;4249,710000000031
2022-04-05;0,0;4249,710000000031
2022-04-06;0,0;4249,710000000031
2022-04-07;0,0;4249,710000000031
2022-04-08;0,0;4249,710000000031
2022-04-09;0,0;4249,710000000031
2022-04-10;0,0;4249,710000000031
2022-04-11;0,0;4249,710000000031
2022-04-12;0,0;4249,710000000031
2022-04-13;0,0;4249,710000000031
2022-04-14;0,0;4249,710000000031
2022-04-15;0,0;4249,710000000031
2022-04-16;0,0;4249,710000000031
2022-04-17;0,0;4249,710000000031
2022-04-18;0,0;4249,710000000031
2022-04-19;0,0;4249,710000000031
2022-04-20;0,0;4249,710000000031
2022-04-21;0,0;4249,710000000031
2022-04-22;0,0;4249,710000000031
2022-04-23;0,0;4249,710000000031
2022-04-24;0,0;4249,710000000031
2022-04-25;0,0;4249,710000000031
2022-04-26;0,0;4249,710000000031
2022-04-27;133,29;4383,000000000031
2022-04-28;0,0;4383,000000000031
2022-04-29;0,0;4383,000000000031
2022-04-30;0,0;4383,000000000031
2022-05-01;0,0;4383,000000000031
2022-05-02;109,49;4492,490000000031
2022-05-03;103,24;4595,7300000000305
2022-05-04;99,26;4694,990000000031
2022-05-05;0,0;4694,990000000031
2022-05-06;0,0;4694,990000000031
2022-05-07;0,0;4694,990000000031
2022-05-08;0,0;4694,990000000031
2022-05-09;0,0;4694,990000000031
2022-05-10;0,0;4694,990000000031
2022-05-11;0,0;4694,990000000031
2022-05-12;0,0;4694,990000000031
2022-05-13;0,0;4694,990000000031
2022-05-14;0,0;4694,990000000031
2022-05-15;0,0;4694,990000000031
2022-05-16;0,0;4694,990000000031
2022-05-17;0,0;4694,990000000031
2022-05-18;0,0;4694,990000000031
2022-05-19;0,0;4694,990000000031
2022-05-20;0,0;4694,990000000031
2022-05-21;0,0;4694,990000000031
2022-05-22;0,0;4694,990000000031
2022-05-23;0,0;4694,990000000031
2022-05-24;0,0;4694,990000000031
2022-05-25;0,0;4694,990000000031
2022-05-26;0,0;4694,990000000031
2022-05-27;129,7;4824,6900000000305
2022-05-28;0,0;4824,6900000000305
2022-05-29;0,0;4824,6900000000305
2022-05-30;0,0;4824,6900000000305
2022-05-31;0,0;4824,6900000000305
2022-06-01;0,0;4824,6900000000305
2022-06-02;109,49;4934,18000000003
2022-06-03;103,24;5037,42000000003
2022-06-04;99,26;5136,68000000003
2022-06-05;0,0;5136,68000000003
2022-06-06;0,0;5136,68000000003
2022-06-07;0,0;5136,68000000003
2022-06-08;0,0;5136,68000000003
2022-06-09;0,0;5136,68000000003
2022-06-10;0,0;5136,68000000003
2022-06-11;0,0;5136,68000000003
2022-06-12;0,0;5136,68000000003
2022-06-13;0,0;5136,68000000003
2022-06-14;0,0;5136,68000000003
2022-06-15;0,0;5136,68000000003
2022-06-16;0,0;5136,68000000003
2022-06-17;0,0;5136,68000000003
2022-06-18;0,0;5136,68000000003
2022-06-19;0,0;5136,68000000003
2022-06-20;0,0;5136,68000000003
2022-06-21;0,0;5136,68000000003
2022-06-22;0,0;5136,68000000003
2022-06-23;0,0;5136,68000000003
2022-06-24;0,0;5136,68000000003
2022-06-25;0,0;5136,68000000003
2022-06-26;0,0;5136,68000000003
2022-06-27;127,67;5264,35000000003
2022-06-28;0,0;5264,35000000003
2022-06-29;0,0;5264,35000000003
2022-06-30;0,0;5264,35000000003
2022-07-01;0,0;5264,35000000003
2022-07-02;109,49;5373,84000000003
2022-07-03;103,24;5477,08000000003
2022-07-04;49,63;5526,71000000003
2022-07-05;0,0;5526,71000000003
2022-07-06;0,0;5526,71000000003
2022-07-07;0,0;5526,71000000003
2022-07-08;0,0;5526,71000000003
2022-07-09;0,0;5526,71000000003
2022-07-10;0,0;5526,71000000003
2022-07-11;0,0;5526,71000000003
2022-07-12;0,0;5526,71000000003
2022-07-13;0,0;5526,71000000003
2022-07-14;0,0;5526,71000000003
2022-07-15;0,0;5526,71000000003
2022-07-16;0,0;5526,71000000003
2022-07-17;0,0;5526,71000000003
2022-07-18;0,0;5526,71000000003
2022-07-19;0,0;5526,71000000003
2022-07-20;0,0;5526,71000000003
2022-07-21;0,0;5526,71000000003
2022-07-22;0,0;5526,71000000003
2022-07-23;0,0;5526,71000000003
2022-07-24;0,0;5526,71000000003
2022-07-25;164,87;5691,58000000003
2022-07-26;0,0;5691,58000000003
2022-07-27;125,72;5817,30000000003
2022-07-28;0,0;5817,30000000003
2022-07-29;0,0;5817,30000000003
2022-07-30;0,0;5817,30000000003
2022-07-31;0,0;5817,30000000003
2022-08-01;0,0;5817,30000000003
2022-08-02;109,49;5926,79000000003
2022-08-03;103,24;6030,03000000003
2022-08-04;49,63;6079,66000000003
2022-08-05;0,0;6079,66000000003
2022-08-06;0,0;6079,66000000003
2022-08-07;0,0;6079,66000000003
2022-08-08;0,0;6079,66000000003
2022-08-09;0,0;6079,66000000003
2022-08-10;0,0;6079,66000000003
2022-08-11;0,0;6079,66000000003
2022-08-12;0,0;6079,66000000003
2022-08-13;0,0;6079,66000000003
2022-08-14;0,0;6079,66000000003
2022-08-15;0,0;6079,66000000003
2022-08-16;0,0;6079,66000000003
2022-08-17;0,0;6079,66000000003
2022-08-18;0,0;6079,66000000003
2022-08-19;0,0;6079,66000000003
2022-08-20;0,0;6079,66000000003
2022-08-21;0,0;6079,66000000003
2022-08-22;0,0;6079,66000000003
2022-08-23;0,0;6079,66000000003
2022-08-24;0,0;6079,66000000003
2022-08-25;0,0;6079,66000000003
2022-08-26;0,0;6079,66000000003
2022-08-27;123,75;6203,41000000003
2022-08-28;0,0;6203,41000000003
2022-08-29;0,0;6203,41000000003
2022-08-30;0,0;6203,41000000003
2022-08-31;0,0;6203,41000000003
2022-09-01;0,0;6203,41000000003
2022-09-02;109,49;6312,90000000003
2022-09-03;103,24;6416,140000000029
2022-09-04;99,26;6515,40000000003
2022-09-05;0,0;6515,40000000003
2022-09-06;0,0;6515,40000000003
2022-09-07;0,0;6515,40000000003
2022-09-08;0,0;6515,40000000003
2022-09-09;0,0;6515,40000000003
2022-09-10;0,0;6515,40000000003
2022-09-11;0,0;6515,40000000003
2022-09-12;0,0;6515,40000000003
2022-09-13;0,0;6515,40000000003
2022-09-14;0,0;6515,40000000003
2022-09-15;0,0;6515,40000000003
2022-09-16;0,0;6515,40000000003
2022-09-17;0,0;6515,40000000003
2022-09-18;0,0;6515,40000000003
2022-09-19;0,0;6515,40000000003
2022-09-20;0,0;6515,40000000003
2022-09-21;0,0;6515,40000000003
2022-09-22;0,0;6515,40000000003
2022-09-23;0,0;6515,40000000003
2022-09-24;0,0;6515,40000000003
2022-09-25;0,0;6515,40000000003
2022-09-26;0,0;6515,40000000003
2022-09-27;121,8;6637,20000000003
2022-09-28;0,0;6637,20000000003
2022-09-29;0,0;6637,20000000003
2022-09-30;0,0;6637,20000000003
2022-10-01;0,0;6637,20000000003
2022-10-02;109,49;6746,69000000003
2022-10-03;103,24;6849,930000000029
2022-10-04;99,26;6949,19000000003
2022-10-05;0,0;6949,19000000003
2022-10-06;0,0;6949,19000000003
2022-10-07;0,0;6949,19000000003
2022-10-08;0,0;6949,19000000003
2022-10-09;0,0;6949,19000000003
2022-10-10;0,0;6949,19000000003
2022-10-11;0,0;6949,19000000003
2022-10-12;0,0;6949,19000000003
2022-10-13;0,0;6949,19000000003
2022-10-14;0,0;6949,19000000003
2022-10-15;0,0;6949,19000000003
2022-10-16;0,0;6949,19000000003
2022-10-17;0,0;6949,19000000003
2022-10-18;0,0;6949,19000000003
2022-10-19;0,0;6949,19000000003
2022-10-20;0,0;6949,19000000003
2022-10-21;0,0;6949,19000000003
2022-10-22;0,0;6949,19000000003
2022-10-23;0,0;6949,19000000003
2022-10-24;0,0;6949,19000000003
2022-10-25;0,0;6949,19000000003
2022-10-26;0,0;6949,19000000003
2022-10-27;121,29;7070,48000000003
2022-10-28;0,0;7070,48000000003
2022-10-29;0,0;7070,48000000003
2022-10-30;0,0;7070,48000000003
2022-10-31;0,0;7070,48000000003
2022-11-01;0,0;7070,48000000003
2022-11-02;109,49;7179,970000000029
2022-11-03;103,24;7283,210000000029
2022-11-04;99,26;7382,470000000029
2022-11-05;0,0;7382,470000000029
2022-11-06;0,0;7382,470000000029
2022-11-07;0,0;7382,470000000029
2022-11-08;0,0;7382,470000000029
2022-11-09;0,0;7382,470000000029
2022-11-10;0,0;7382,470000000029
2022-11-11;0,0;7382,470000000029
2022-11-12;0,0;7382,470000000029
2022-11-13;0,0;7382,470000000029
2022-11-14;0,0;7382,470000000029
2022-11-15;0,0;7382,470000000029
2022-11-16;0,0;7382,470000000029
2022-11-17;0,0;7382,470000000029
2022-11-18;0,0;7382,470000000029
2022-11-19;0,0;7382,470000000029
2022-11-20;0,0;7382,470000000029
2022-11-21;0,0;7382,470000000029
2022-11-22;0,0;7382,470000000029
2022-11-23;0,0;7382,470000000029
2022-11-24;0,0;7382,470000000029
2022-11-25;0,0;7382,470000000029
2022-11-26;0,0;7382,470000000029
2022-11-27;118,06;7500,53000000003
2022-11-28;0,0;7500,53000000003
2022-11-29;0,0;7500,53000000003
2022-11-30;0,0;7500,53000000003
2022-12-01;0,0;7500,53000000003
2022-12-02;109,49;7610,0200000000295
2022-12-03;103,24;7713,260000000029
2022-12-04;99,26;7812,5200000000295
2022-12-05;0,0;7812,5200000000295
2022-12-06;0,0;7812,5200000000295
2022-12-07;0,0;7812,5200000000295
2022-12-08;0,0;7812,5200000000295
2022-12-09;0,0;7812,5200000000295
2022-12-10;0,0;7812,5200000000295
2022-12-11;0,0;7812,5200000000295
2022-12-12;0,0;7812,5200000000295
2022-12-13;0,0;7812,5200000000295
2022-12-14;0,0;7812,5200000000295
2022-12-15;0,0;7812,5200000000295
2022-12-16;0,0;7812,5200000000295
2022-12-17;0,0;7812,5200000000295
2022-12-18;0,0;7812,5200000000295
2022-12-19;0,0;7812,5200000000295
2022-12-20;0,0;7812,5200000000295
2022-12-21;0,0;7812,5200000000295
2022-12-22;0,0;7812,5200000000295
2022-12-23;0,0;7812,5200000000295
2022-12-24;0,0;7812,5200000000295
2022-12-25;0,0;7812,5200000000295
2022-12-26;0,0;7812,5200000000295
2022-12-27;117,0;7929,5200000000295
2022-12-28;0,0;7929,5200000000295
2022-12-29;0,0;7929,5200000000295
2022-12-30;0,0;7929,5200000000295
2022-12-31;0,0;7929,5200000000295
2023-01-01;0,0;7929,5200000000295
2023-01-02;109,49;8039,010000000029
2023-01-03;103,24;8142,250000000029
2023-01-04;99,26;8241,51000000003
2023-01-05;0,0;8241,51000000003
2023-01-06;0,0;8241,51000000003
2023-01-07;0,0;8241,51000000003
2023-01-08;0,0;8241,51000000003
2023-01-09;0,0;8241,51000000003
2023-01-10;0,0;8241,51000000003
2023-01-11;0,0;8241,51000000003
2023-01-12;0,0;8241,51000000003
2023-01-13;0,0;8241,51000000003
2023-01-14;0,0;8241,51000000003
2023-01-15;0,0;8241,51000000003
2023-01-16;0,0;8241,51000000003
2023-01-17;0,0;8241,51000000003
2023-01-18;0,0;8241,51000000003
2023-01-19;0,0;8241,51000000003
2023-01-20;0,0;8241,51000000003
2023-01-21;0,0;8241,51000000003
2023-01-22;0,0;8241,51000000003
2023-01-23;0,0;8241,51000000003
2023-01-24;0,0;8241,51000000003
2023-01-25;0,0;8241,51000000003
2023-01-26;0,0;8241,51000000003
2023-01-27;115,78;8357,29000000003
2023-01-28;0,0;8357,29000000003
2023-01-29;0,0;8357,29000000003
2023-01-30;0,0;8357,29000000003
2023-01-31;0,0;8357,29000000003
2023-02-01;0,0;8357,29000000003
2023-02-02;109,49;8466,78000000003
2023-02-03;103,24;8570,02000000003
2023-02-04;99,26;8669,28000000003
2023-02-05;0,0;8669,28000000003
2023-02-06;0,0;8669,28000000003
2023-02-07;0,0;8669,28000000003
2023-02-08;0,0;8669,28000000003
2023-02-09;0,0;8669,28000000003
2023-02-10;0,0;8669,28000000003
2023-02-11;0,0;8669,28000000003
2023-02-12;0,0;8669,28000000003
2023-02-13;0,0;8669,28000000003
2023-02-14;0,0;8669,28000000003
2023-02-15;0,0;8669,28000000003
2023-02-16;0,0;8669,28000000003
2023-02-17;0,0;8669,28000000003
2023-02-18;0,0;8669,28000000003
2023-02-19;0,0;8669,28000000003
2023-02-20;0,0;8669,28000000003
2023-02-21;0,0;8669,28000000003
2023-02-22;0,0;8669,28000000003
2023-02-23;0,0;8669,28000000003
2023-02-24;0,0;8669,28000000003
2023-02-25;0,0;8669,28000000003
2023-02-26;0,0;8669,28000000003
2023-02-27;113,98;8783,26000000003
2023-02-28;0,0;8783,26000000003
2023-03-01;0,0;8783,26000000003
2023-03-02;0,0;8783,26000000003
2023-03-03;103,24;8886,50000000003
2023-03-04;99,26;8985,76000000003
2023-03-05;0,0;8985,76000000003
2023-03-06;0,0;8985,76000000003
